"city_id","name","state_id","name"
7495,Matigara,29,West Bengal
7496,Mavallipura,12,Karnataka
7497,Mayang Imphal,16,Manipur
7498,Medela Grant No.3,3,Assam
7499,Meduka,5,Chhattisgarh
7500,Meham,8,Haryana
7501,Meharja,14,Madhya Pradesh
7502,Mehua Hasanganj,28,Uttar Pradesh
7503,Melapachchakudi,24,Tamil Nadu
7504,Melathediyoor,24,Tamil Nadu
7505,Melmuttukur,24,Tamil Nadu
7506,Mettala,24,Tamil Nadu
7507,Mevad,7,Gujarat
7508,Mezhathur,13,Kerala
7509,Mirakpur,8,Haryana
7510,Mirjole,15,Maharashtra
7511,Mirkan,8,Haryana
7512,Modakkallur,13,Kerala
7513,Mogar,7,Gujarat
7514,Mohabatganj Uparhar,28,Uttar Pradesh
7515,Mohammadpur Road,28,Uttar Pradesh
7516,Mohli Lahrandi,9,Himachal Pradesh
7517,Mohna,4,Bihar
7517,Mohna,8,Haryana
7518,Mokarwadi,15,Maharashtra
7519,Mokhadka,7,Gujarat
7520,Monpari Moti,7,Gujarat
7521,Moodabettu,12,Karnataka
7522,Moolacheri,24,Tamil Nadu
7523,Moolathara,24,Tamil Nadu
7524,Morad,7,Gujarat
7525,Muchukunnu,13,Kerala
7526,Mudesi,28,Uttar Pradesh
7527,Mudhol Rural,12,Karnataka
7528,Muhiddinpur Dabarsi,28,Uttar Pradesh
7529,Mulavoor,13,Kerala
7530,Mullangana Vilai,24,Tamil Nadu
7531,Mulsan,7,Gujarat
7532,Mungalia Kot,14,Madhya Pradesh
7533,Muraharipally,25,Telangana
7534,Murakata,29,West Bengal
7535,Murarisah,29,West Bengal
7536,Murlipur,28,Uttar Pradesh
7537,Murlipura at Mishra Ka Barh,22,Rajasthan
7538,Murthal Khas,8,Haryana
7539,Mustafapur,28,Uttar Pradesh
7540,Muthalakodam,13,Kerala
7541,Muthanampatty,24,Tamil Nadu
7542,Muthiampalayam,24,Tamil Nadu
7543,Muthoor,13,Kerala
7544,Muval,7,Gujarat
7545,Myadarahalli,12,Karnataka
7546,Mylavila,13,Kerala
7547,Nachhipur,20,Odisha
7547,Nachhipur,29,West Bengal
7548,Nademau,28,Uttar Pradesh
7549,Nagaroor,13,Kerala
7550,Nagla Bali,28,Uttar Pradesh
7551,Naini Taluka Naini Dadari,28,Uttar Pradesh
7552,Nakashipara,29,West Bengal
7553,Naktideul,20,Odisha
7554,Nakuri,27,Uttarakhand
7555,Nalhati,29,West Bengal
7556,Nalka,22,Rajasthan
7557,Nallanahalli,24,Tamil Nadu
7558,Namangunam,24,Tamil Nadu
7559,Namauli,28,Uttar Pradesh
7560,Namdarpur Chandan,28,Uttar Pradesh
7561,Namti Chariali,3,Assam
7562,Nanapalli,1,Andhra Pradesh
7563,Nandana Palli,1,Andhra Pradesh
7564,Nandanpur,29,West Bengal
7565,Nandiambakkam,24,Tamil Nadu
7566,Nandoor K,12,Karnataka
7567,Nandura,15,Maharashtra
7568,Nangal Bersi,22,Rajasthan
7569,Nangal Saliya,22,Rajasthan
7570,Nanginarapadu,1,Andhra Pradesh
7571,Nanheda Anantpur,27,Uttarakhand
7572,Naraina,8,Haryana
7572,Naraina,22,Rajasthan
7573,Nardaha,5,Chhattisgarh
7574,Nardaha Village,5,Chhattisgarh
7575,Narendrapur,20,Odisha
7575,Narendrapur,29,West Bengal
7576,Nargoli,15,Maharashtra
7577,Narodara Rural,22,Rajasthan
7578,Natekal,12,Karnataka
7579,Nathakadaiyur,24,Tamil Nadu
7580,Natkur,28,Uttar Pradesh
7581,Navarangpura,7,Gujarat
7582,Navarasapur,12,Karnataka
7583,Navelim,6,Goa
7584,Navi Metral,7,Gujarat
7585,Nawab Ganj Gird,28,Uttar Pradesh
7586,Nawda Panth,14,Madhya Pradesh
7587,Nedungur,24,Tamil Nadu
7588,Neemka,8,Haryana
7589,Neikkarappatti,24,Tamil Nadu
7590,Nelli,24,Tamil Nadu
7591,Nenmeni,13,Kerala
7592,Nepura,4,Bihar
7593,Nerhe,15,Maharashtra
7594,Niali,20,Odisha
7595,Niasa,29,West Bengal
7596,Niawal,8,Haryana
7597,Nijigarh Tapang,20,Odisha
7598,Nilokheri Ruralpart,8,Haryana
7599,Nimbri,8,Haryana
7600,Nimgaon Sawa,15,Maharashtra
7601,Nisai,28,Uttar Pradesh
7602,Nizampur Garbi,28,Uttar Pradesh
7603,North Poigainallur,24,Tamil Nadu
7604,Nuvem,6,Goa
7605,Odpura,14,Madhya Pradesh
7606,Oorukere,12,Karnataka
7607,Orvakal,1,Andhra Pradesh
7608,Oton Ka Gurha,22,Rajasthan
7609,Pachangawa,28,Uttar Pradesh
7610,Pacharnewadi,15,Maharashtra
7611,Pacharon,28,Uttar Pradesh
7612,Pachipalya,22,Rajasthan
7613,Padaiveedu,24,Tamil Nadu
7614,Padlu,8,Haryana
7615,Padmajiwadi,25,Telangana
7616,Padoli,28,Uttar Pradesh
7617,Pagalpatti,24,Tamil Nadu
7618,Pahadiya,14,Madhya Pradesh
7619,Pahalgam,10,Jammu and Kashmir
7620,Paigupur Bangar,28,Uttar Pradesh
7621,Painkulam,24,Tamil Nadu
7622,Pairhat,28,Uttar Pradesh
7623,Palahalli,12,Karnataka
7624,Palasra,8,Haryana
7625,Palatotapada,20,Odisha
7626,Palem,25,Telangana
7627,Pali Village,8,Haryana
7628,Palishgram,29,West Bengal
7629,Pallatheri,13,Kerala
7630,Pallavolu,1,Andhra Pradesh
7631,Pallikondapattu,24,Tamil Nadu
7632,Pallipattu,1,Andhra Pradesh
7632,Pallipattu,24,Tamil Nadu
7633,Pallur,13,Kerala
7634,Palmadai,24,Tamil Nadu
7635,Palmakole,25,Telangana
7636,Palpur,22,Rajasthan
7637,Pambadi,13,Kerala
7638,Panchanai,29,West Bengal
7639,Panchrukhi,9,Himachal Pradesh
7639,Panchrukhi,11,Jharkhand
7640,Pandhana,14,Madhya Pradesh
7641,Pandoh,9,Himachal Pradesh
7642,Pandripani,5,Chhattisgarh
7643,Panhala,15,Maharashtra
7644,Panihati,29,West Bengal
7645,Panikhaiti Gaon,3,Assam
7646,Panikhali,29,West Bengal
7647,Panipat Taraf Ansar,8,Haryana
7648,Paniv,15,Maharashtra
7649,Panjawar,9,Himachal Pradesh
7650,Pankhai,29,West Bengal
7651,Panmana,13,Kerala
7652,Parachanta,13,Kerala
7653,Paramattom,13,Kerala
7654,Parangipettai,24,Tamil Nadu
7655,Parnapalli,1,Andhra Pradesh
7656,Parvatpur,28,Uttar Pradesh
7657,Paschim Barjalai,26,Tripura
7658,Patha Tiruvuru,1,Andhra Pradesh
7659,Pathanamthitta Part,13,Kerala
7660,Patharai,15,Maharashtra
7661,Patharghata,29,West Bengal
7662,Patheriya Jat,14,Madhya Pradesh
7663,Patoi,28,Uttar Pradesh
7664,Patti Rural,21,Punjab
7665,Pattukkottai,24,Tamil Nadu
7666,Patwar,28,Uttar Pradesh
7667,Payasambakkam,24,Tamil Nadu
7668,Pazhanganad,13,Kerala
7669,Pedda Tadepalli,1,Andhra Pradesh
7670,Pedda Tekur,1,Andhra Pradesh
7671,Peddanjimedu,1,Andhra Pradesh
7672,Peddapalle,1,Andhra Pradesh
7673,Pegalwadi Tryambak,15,Maharashtra
7674,Pennalur,24,Tamil Nadu
7675,Perabe,12,Karnataka
7676,Perumbaikad,13,Kerala
7677,Perungozhi,24,Tamil Nadu
7678,Peth,15,Maharashtra
7679,Phahal,9,Himachal Pradesh
7680,Pharatiya,11,Jharkhand
7681,Phul Singh,28,Uttar Pradesh
7682,Phulbani,20,Odisha
7683,Phulpur Bisalpur,28,Uttar Pradesh
7684,Pichhari,11,Jharkhand
7685,Piddi,21,Punjab
7686,Pilar,6,Goa
7687,Pillala Marri Rural,25,Telangana
7688,Pinatadivada,1,Andhra Pradesh
7689,Pindial,25,Telangana
7690,Pipar Gaon,28,Uttar Pradesh
7691,Pipla,15,Maharashtra
7692,Piridi,1,Andhra Pradesh
7693,Podalakur,1,Andhra Pradesh
7694,Podamarai,20,Odisha
7695,Pohabagan,29,West Bengal
7696,Poiya,28,Uttar Pradesh
7697,Polba,29,West Bengal
7698,Poman,15,Maharashtra
7699,Ponnur Malai,24,Tamil Nadu
7700,Pontba,29,West Bengal
7701,Poovanam,24,Tamil Nadu
7702,Porompat,16,Manipur
7703,Pothavarappadu,1,Andhra Pradesh
7704,Pottalkulam,24,Tamil Nadu
7705,Pratapgarh City,28,Uttar Pradesh
7706,Puliyancheri,24,Tamil Nadu
7707,Puluderi,24,Tamil Nadu
7708,Punal,15,Maharashtra
7709,Pungh,9,Himachal Pradesh
7710,Punjaithuraiyampalayam,24,Tamil Nadu
7711,Punjipathra,5,Chhattisgarh
7712,Puraheya,28,Uttar Pradesh
7713,Puran Chandipur,29,West Bengal
7714,Purbari Telpa,4,Bihar
7715,Putchanuthala,1,Andhra Pradesh
7716,Puthanampatti,24,Tamil Nadu
7717,Qazibans,27,Uttarakhand
7718,Rachanapalle,1,Andhra Pradesh
7719,Rahmatpur,28,Uttar Pradesh
7720,Rahuri Kh.,15,Maharashtra
7721,Raipura Jat,28,Uttar Pradesh
7722,Raitkhana,8,Haryana
7723,Rajabala,17,Meghalaya
7724,Rajdhanwar,11,Jharkhand
7725,Rajol,9,Himachal Pradesh
7726,Rakh Jhita,21,Punjab
7727,Ralla,21,Punjab
7728,Ram Daspur Newada,28,Uttar Pradesh
7729,Rambati,29,West Bengal
7730,Ramchandpura,22,Rajasthan
7731,Rameshwar,28,Uttar Pradesh
7732,Ramgarhi,28,Uttar Pradesh
7733,Rampur Pawti,28,Uttar Pradesh
7734,Ramzanpur,4,Bihar
7735,Ranabhutia,29,West Bengal
7736,Randevi,28,Uttar Pradesh
7737,Rangai,14,Madhya Pradesh
7738,Rangampeta,1,Andhra Pradesh
7739,Rangapara,3,Assam
7740,Raniput,20,Odisha
7741,Ranpur,7,Gujarat
7741,Ranpur,22,Rajasthan
7742,Ranwan,21,Punjab
7743,Rasipalayam,24,Tamil Nadu
7744,Rasna,28,Uttar Pradesh
7745,Rasulpur Chisty,21,Punjab
7746,Rathol,9,Himachal Pradesh
7747,Rausar,14,Madhya Pradesh
7748,Ravaniya,28,Uttar Pradesh
7749,Ravelli,25,Telangana
7750,Rawal Bangar,28,Uttar Pradesh
7751,Regula Chalka,25,Telangana
7752,Rehi Taluka Panwar Kalan,28,Uttar Pradesh
7753,Renigunta,1,Andhra Pradesh
7754,Repudi,1,Andhra Pradesh
7755,Rohari,28,Uttar Pradesh
7756,Rowmarikhuti,3,Assam
7757,Runkata,28,Uttar Pradesh
7758,Rupandighi,29,West Bengal
7759,Rupiabathan,3,Assam
7760,Rure Ke Kalan,21,Punjab
7761,S.Kallupatti,24,Tamil Nadu
7762,Sabalpura Rural,22,Rajasthan
7763,Sachendi Urf Chacheri,28,Uttar Pradesh
7764,Sadale,15,Maharashtra
7765,Sagarpump,25,Telangana
7766,Sagoni Kalan,14,Madhya Pradesh
7767,Saharanwas,8,Haryana
7768,Sahebpur,29,West Bengal
7769,Saifai,28,Uttar Pradesh
7770,Sajani,15,Maharashtra
7771,Sajuma,21,Punjab
7772,Sakadehi,14,Madhya Pradesh
7773,Salgaon,15,Maharashtra
7774,Saliwada,14,Madhya Pradesh
7775,Samalaji,7,Gujarat
7776,Sambhupatti,4,Bihar
7777,Samodha,28,Uttar Pradesh
7778,Sangareddi,25,Telangana
7779,Sankalkheda Kalan,14,Madhya Pradesh
7780,Sankarbati,29,West Bengal
7781,Sankrail,29,West Bengal
7782,Santer,14,Madhya Pradesh
7783,Santhankadu,24,Tamil Nadu
7784,Santola,3,Assam
7785,Sarai Sahjadi,28,Uttar Pradesh
7786,Sarai Takki,28,Uttar Pradesh
7787,Saranger Abad,29,West Bengal
7788,Sarasat,4,Bihar
7789,Sarhadi,28,Uttar Pradesh
7790,Sarhamau,28,Uttar Pradesh
7791,Sarmastpur,21,Punjab
7792,Sarola Baddi,15,Maharashtra
7793,Sarona,5,Chhattisgarh
7794,Sasihithlu,12,Karnataka
7795,Satauli,28,Uttar Pradesh
7796,Sathiaon,28,Uttar Pradesh
7797,Satyewala,21,Punjab
7798,Savgadh,7,Gujarat
7799,Savreji,28,Uttar Pradesh
7800,Sayan,7,Gujarat
7800,Sayan,20,Odisha
7801,Seesyawas,22,Rajasthan
7802,Seikalathur,24,Tamil Nadu
7803,Sejbahar,5,Chhattisgarh
7804,Sekkalakottai,24,Tamil Nadu
7805,Selliamman Nagar,24,Tamil Nadu
7806,Semmanjeri,24,Tamil Nadu
7807,Seoli,8,Haryana
7808,Seoni Malwa,14,Madhya Pradesh
7809,Serkadu,24,Tamil Nadu
7810,Serua Dharampur,28,Uttar Pradesh
7811,Seshanchavadi,24,Tamil Nadu
7812,Sethji Ki Kundal,22,Rajasthan
7813,Sethupet,24,Tamil Nadu
7814,Shahadra,28,Uttar Pradesh
7815,Shahkot,21,Punjab
7816,Shahura,21,Punjab
7817,Shampara,7,Gujarat
7818,Shampura,7,Gujarat
7819,Shangus,10,Jammu and Kashmir
7820,Shankarpura,12,Karnataka
7821,Shanmugasundarapuram,24,Tamil Nadu
7822,Shantigram,7,Gujarat
7823,Sheeshyoo,22,Rajasthan
7824,Shehzadpur Pauri,28,Uttar Pradesh
7825,Sheikdighi,29,West Bengal
7826,Shekhupur,22,Rajasthan
7827,Shelve,15,Maharashtra
7828,Sheoganj,22,Rajasthan
7829,Sherghati,4,Bihar
7830,Shertha,7,Gujarat
7831,Shihi,7,Gujarat
7832,Shinde Wasti,15,Maharashtra
7833,Shivajinagar,12,Karnataka
7833,Shivajinagar,15,Maharashtra
7834,Shorapur,12,Karnataka
7835,Shri Dungargarh,22,Rajasthan
7836,Shrigonda,15,Maharashtra
7837,Sidhuwal,21,Punjab
7838,Sigaralahalli,24,Tamil Nadu
7839,Silampur,29,West Bengal
7840,Silli,11,Jharkhand
7841,Simalwara,22,Rajasthan
7842,Simlaj,7,Gujarat
7843,Simrawari,28,Uttar Pradesh
7844,Simri,4,Bihar
7845,Singanayakanahalli,12,Karnataka
7846,Sirimiti,14,Madhya Pradesh
7847,Sironja,14,Madhya Pradesh
7848,Sirul,15,Maharashtra
7849,Sirumathur,24,Tamil Nadu
7850,Sivagnanapuram,24,Tamil Nadu
7851,Sohagi,14,Madhya Pradesh
7852,Sohian Khurd,21,Punjab
7853,Soila,22,Rajasthan
7854,Soladevanahalli,12,Karnataka
7855,Solavampalayam,24,Tamil Nadu
7856,Son Gachhi Tea Garden,29,West Bengal
7857,Sonkh Dehat,28,Uttar Pradesh
7858,Sonpeth,15,Maharashtra
7859,Sontyam,1,Andhra Pradesh
7860,Sonway,14,Madhya Pradesh
7861,Sothikkuppam,24,Tamil Nadu
7862,Srirangapatna,12,Karnataka
7863,Subeha,28,Uttar Pradesh
7864,Subhashnagar,25,Telangana
7865,Sudamapuri,28,Uttar Pradesh
7866,Sudhavadi,15,Maharashtra
7867,Sudumbre,15,Maharashtra
7868,Sugandha,29,West Bengal
7869,Sukdal,29,West Bengal
7870,Sukhabandh,20,Odisha
7871,Sulpur,28,Uttar Pradesh
7872,Sultandi,29,West Bengal
7873,Sultanpur Kalan,28,Uttar Pradesh
7874,Sundahalli,12,Karnataka
7875,Sungra,9,Himachal Pradesh
7875,Sungra,20,Odisha
7876,Surhurpur,28,Uttar Pradesh
7877,Suriyampalayam,24,Tamil Nadu
7878,Suti,29,West Bengal
7879,Syari,22,Rajasthan
7880,Tadwala K.,15,Maharashtra
7881,Talipady,12,Karnataka
7882,Tallapudi,1,Andhra Pradesh
7883,Talwana,7,Gujarat
7884,Talwar,9,Himachal Pradesh
7885,Tambo,11,Jharkhand
7886,Tannuthu,24,Tamil Nadu
7887,Taorurural,8,Haryana
7888,Tarakai,20,Odisha
7889,Tarighat,5,Chhattisgarh
7890,Tarkwari,9,Himachal Pradesh
7891,Tatiyaganj,28,Uttar Pradesh
7892,Tattikhana,25,Telangana
7893,Teghra,4,Bihar
7894,Telaprolu,1,Andhra Pradesh
7895,Tentulia,29,West Bengal
7896,Tezpur Doloni,3,Assam
7897,Thadangam,24,Tamil Nadu
7898,Thakurki,15,Maharashtra
7899,Thalachira,13,Kerala
7900,Thalakavoor,24,Tamil Nadu
7901,Thalayazham,13,Kerala
7902,Thaloor,13,Kerala
7903,Thangoan,14,Madhya Pradesh
7904,Thara Jhikla,21,Punjab
7905,Thatchoor,24,Tamil Nadu
7906,Thekkil,13,Kerala
7907,Thensangampalayam,24,Tamil Nadu
7908,Thervoy Kandigai,24,Tamil Nadu
7909,Thesur,24,Tamil Nadu
7910,Thimiri,13,Kerala
7911,Thinagar,29,West Bengal
7912,Thirupachur,24,Tamil Nadu
7913,Thiruppuvanam,24,Tamil Nadu
7914,Thizama,19,Nagaland
7915,Thodar,12,Karnataka
7916,Thokkavadi,24,Tamil Nadu
7917,Thoppur,24,Tamil Nadu
7918,Tidoni,14,Madhya Pradesh
7919,Tiga,11,Jharkhand
7920,Tikariya,28,Uttar Pradesh
7921,Tikekarwadi,15,Maharashtra
7922,Tindola,28,Uttar Pradesh
7923,Tippakodu R.F.,24,Tamil Nadu
7924,Tirunavalur,24,Tamil Nadu
7925,Tiswadi,6,Goa
7926,Tondavali,15,Maharashtra
7927,Tottamudayampatti,24,Tamil Nadu
7928,Toubul,16,Manipur
7929,Tufanganj,4,Bihar
7929,Tufanganj,29,West Bengal
7930,Tumba,11,Jharkhand
7931,Tunapar,28,Uttar Pradesh
7932,Tuniahi Dakhinwari,4,Bihar
7933,Tuwa,7,Gujarat
7934,Uchauli,4,Bihar
7935,Udadan,14,Madhya Pradesh
7936,Udakishanganj,4,Bihar
7937,Udayagiri,1,Andhra Pradesh
7937,Udayagiri,12,Karnataka
7938,Udayapura,12,Karnataka
7939,Umariya,14,Madhya Pradesh
7940,Umiam,17,Meghalaya
7941,Untla,8,Haryana
7942,Uppariguda,25,Telangana
7943,Uranduru,1,Andhra Pradesh
7944,Urlana Kalan,8,Haryana
7945,Utai,5,Chhattisgarh
7946,Utelwa,28,Uttar Pradesh
7947,Uthangudi,24,Tamil Nadu
7948,Uttar Angad Baria,29,West Bengal
7949,Uttardaha,28,Uttar Pradesh
7950,Vadagupatti,24,Tamil Nadu
7951,Vadakkevila,13,Kerala
7952,Vadakku Venganallur,24,Tamil Nadu
7953,Vakadavalasa,1,Andhra Pradesh
7954,Valasan,7,Gujarat
7955,Valavoor,13,Kerala
7956,Valayapatty,24,Tamil Nadu
7957,Vallam Pudursethi,24,Tamil Nadu
7958,Vallanadu,24,Tamil Nadu
7959,Valluvarmedu,36,Puducherry
7960,Varadharajapuram,24,Tamil Nadu
7961,Varanama,7,Gujarat
7962,Varappalayam,24,Tamil Nadu
7963,Varichiyur,24,Tamil Nadu
7964,Varigapalli,1,Andhra Pradesh
7965,Varini,1,Andhra Pradesh
7966,Vathikudy,13,Kerala
7967,Vattampakkam,24,Tamil Nadu
7968,Vazhayur,13,Kerala
7969,Vazhichal,13,Kerala
7970,Veerapandianpattinam,24,Tamil Nadu
7971,Velimalai R.F.,24,Tamil Nadu
7972,Vellamodi,24,Tamil Nadu
7973,Vellanad,13,Kerala
7974,Vellangallur,13,Kerala
7975,Vellathur,24,Tamil Nadu
7976,Vellayani,13,Kerala
7977,Vellimalai,24,Tamil Nadu
7978,Vemagal,12,Karnataka
7979,Vengadamangalam,24,Tamil Nadu
7980,Vengathur,24,Tamil Nadu
7981,Venkatapur,12,Karnataka
7981,Venkatapur,25,Telangana
7982,Veppanthattai Extention R.F.,24,Tamil Nadu
7983,Vikaswadi,15,Maharashtra
7984,Vilavur,24,Tamil Nadu
7985,Viratnagar,22,Rajasthan
7986,Viswanathpur,25,Telangana
7987,Voyalur,24,Tamil Nadu
7988,Wadala Mahadeo,15,Maharashtra
7989,Wadeyar Mallapur,12,Karnataka
7990,Wager,10,Jammu and Kashmir
7991,Warur Kh.,15,Maharashtra
7992,Warvadi,15,Maharashtra
7993,Wasda,22,Rajasthan
7994,Welshet,15,Maharashtra
7995,Yadapura,12,Karnataka
7996,Yalavara,12,Karnataka
7997,Yamnampet,25,Telangana
7998,Yedugundlapadu,1,Andhra Pradesh
7999,Yellandu,25,Telangana
8000,Yerkheda,15,Maharashtra
8001,Yermarus,12,Karnataka
8002,Yumnam Huidrom,16,Manipur
8003,Zamania,28,Uttar Pradesh
8004,Dhansimulia,20,Odisha
8004,Dhansimulia,29,West Bengal
8005,Algaon,25,Telangana
8006,Awadam,25,Telangana
8007,Bellampalli,25,Telangana
8008,"10th Mile Oyan",2,Arunachal Pradesh
8009,"10th Nallah L/Camp",2,Arunachal Pradesh
8010,Bhainsa,25,Telangana
8010,Bhainsa,28,Uttar Pradesh
8011,Bhosra,25,Telangana
8012,Boath Buzurg,25,Telangana
8013,Bokkalagutta,25,Telangana
8014,Chinnur,25,Telangana
8015,Dehegaon,25,Telangana
8016,Devapur,15,Maharashtra
8016,Devapur,25,Telangana
8017,Gollet,25,Telangana
8018,"123/244 F.S. Grant",3,Assam
8019,"12th Mile",17,Meghalaya
8020,Indervelly,25,Telangana
8021,Jainoor,25,Telangana
8022,Jannaram,25,Telangana
8023,Kaddam,25,Telangana
8024,"1St Rudraguppe",12,Karnataka
8025,Kirgul Buzurg,25,Telangana
8026,Kobir,25,Telangana
8027,Kouthala,25,Telangana
8028,Kuntala,25,Telangana
8029,Laxmikantapur,25,Telangana
8030,Lingapur,25,Telangana
8031,Madaram Township,25,Telangana
8032,Maddipadaga,25,Telangana
8033,Mandamarri,25,Telangana
8034,Mudhole,25,Telangana
8035,Muthampet,25,Telangana
8036,Narnoor,25,Telangana
8037,Raindlaguda,25,Telangana
8038,Rebbena,25,Telangana
8039,Sathanapally,25,Telangana
8040,Shamshabad,14,Madhya Pradesh
8040,Shamshabad,25,Telangana
8040,Shamshabad,28,Uttar Pradesh
8041,Sirpur,5,Chhattisgarh
8041,Sirpur,15,Maharashtra
8041,Sirpur,25,Telangana
8042,Sirpur-Kaghaznagar,25,Telangana
8043,Tonkini,25,Telangana
8044,"38 kalthuru",12,Karnataka
8045,Wankidi,25,Telangana
8046,Achhnera,28,Uttar Pradesh
8047,Achnera,28,Uttar Pradesh
8048,"53 Mile",9,Himachal Pradesh
8049,Bah,28,Uttar Pradesh
8050,Basai,14,Madhya Pradesh
8050,Basai,28,Uttar Pradesh
8051,Biraharu,28,Uttar Pradesh
8052,Dhanoli,28,Uttar Pradesh
8053,"8 Incline Colony",25,Telangana
8054,Dhaurra,28,Uttar Pradesh
8055,Fatehpur Sikri,28,Uttar Pradesh
8056,Jagner,28,Uttar Pradesh
8057,Jagner-Dehat,28,Uttar Pradesh
8058,"9/6 Koilamari",3,Assam
8059,Jajau,28,Uttar Pradesh
8060,Kagarol,28,Uttar Pradesh
8061,Kahrai,28,Uttar Pradesh
8062,A. Kothapalle,1,Andhra Pradesh
8063,Aad,15,Maharashtra
8064,Aadit,13,Kerala
8065,Aalam Khan Palle,1,Andhra Pradesh
8066,Aam Choumpra,14,Madhya Pradesh
8067,Aambethan,15,Maharashtra
8068,Aamby Valley,15,Maharashtra
8069,Aandipatti,24,Tamil Nadu
8070,Aanumpalli,1,Andhra Pradesh
8071,Khandauli,28,Uttar Pradesh
8072,Kheragarh,28,Uttar Pradesh
8073,Abbigeri,12,Karnataka
8074,Abdul Rahiman Nagar,13,Kerala
8075,Abdullapur,28,Uttar Pradesh
8076,Abdullapur Kuraishi,28,Uttar Pradesh
8077,Abgil Rampur,4,Bihar
8078,Abhaipur,4,Bihar
8078,Abhaipur,28,Uttar Pradesh
8079,Abhaypur,5,Chhattisgarh
8079,Abhaypur,28,Uttar Pradesh
8080,Abholi,28,Uttar Pradesh
8081,Abhona,15,Maharashtra
8082,Abiramam,24,Tamil Nadu
8083,Abitghar,15,Maharashtra
8084,Midhakur,28,Uttar Pradesh
8085,Abujhbahal,20,Odisha
8086,Abupur,28,Uttar Pradesh
8086,Abupur,43,Delhi NCR
8087,Achal Nagar,28,Uttar Pradesh
8088,Nagla Bari,28,Uttar Pradesh
8089,Achalganj,28,Uttar Pradesh
8090,Nagla Imali,28,Uttar Pradesh
8091,Pinahat,28,Uttar Pradesh
8092,Rajrai,28,Uttar Pradesh
8093,Achampet,1,Andhra Pradesh
8093,Achampet,25,Telangana
8094,Achampeta,1,Andhra Pradesh
8095,Achamthuruthy,13,Kerala
8096,Achanpady,13,Kerala
8097,Achanta,1,Andhra Pradesh
8098,Achanta Vemavaram,1,Andhra Pradesh
8099,Achara,15,Maharashtra
8099,Achara,28,Uttar Pradesh
8100,Saiyan,28,Uttar Pradesh
8101,Achegaon,15,Maharashtra
8102,Achheja,28,Uttar Pradesh
8102,Achheja,43,Delhi NCR
8103,Sucheta,28,Uttar Pradesh
8104,Achina,8,Haryana
8104,Achina,43,Delhi NCR
8105,Tehra,28,Uttar Pradesh
8106,Acholi,22,Rajasthan
8107,Adai,15,Maharashtra
8108,Adakamaranahalli,12,Karnataka
8109,Adakkaputhur,13,Kerala
8110,Adambakkam,24,Tamil Nadu
8111,Tundla,20,Odisha
8111,Tundla,28,Uttar Pradesh
8112,Adampura,21,Punjab
8113,Adauli,28,Uttar Pradesh
8113,Adauli,43,Delhi NCR
8114,Adavidevula Pally,25,Telangana
8115,Adavigollavarahalli,12,Karnataka
8116,Addagudur,25,Telangana
8117,Addakal,25,Telangana
8118,Addateegala,1,Andhra Pradesh
8119,Addur,12,Karnataka
8120,Adendungri,20,Odisha
8121,Adesar,7,Gujarat
8122,Adhur,13,Kerala
8123,Adiganahalli,12,Karnataka
8124,Aditya Pur,29,West Bengal
8125,Adityapur,29,West Bengal
8126,Adityapur M,29,West Bengal
8127,Adityapuram,22,Rajasthan
8128,Adivala,12,Karnataka
8129,Adivaram,13,Kerala
8130,Adra,29,West Bengal
8131,Adusumalli,1,Andhra Pradesh
8132,Aduthurai,24,Tamil Nadu
8133,Aduvathuruthu,13,Kerala
8134,Adyal,15,Maharashtra
8135,Afrai Khet,27,Uttarakhand
8136,Afzalgarh,28,Uttar Pradesh
8137,Afzalpur Wari,28,Uttar Pradesh
8138,Agadi,12,Karnataka
8139,Agalagandi,12,Karnataka
8140,Agara,12,Karnataka
8141,Agarpara,29,West Bengal
8142,Agarvado,6,Goa
8143,Agarwada-Chopdem VP,6,Goa
8144,Agatrai,7,Gujarat
8145,Agdola,3,Assam
8146,Agoda,27,Uttarakhand
8147,Agomani,3,Assam
8148,Agraharam,1,Andhra Pradesh
8148,Agraharam,25,Telangana
8149,Agrahat,20,Odisha
8150,Agrampahad,25,Telangana
8151,Agras,28,Uttar Pradesh
8152,Agresar,28,Uttar Pradesh
8153,Agwanpur,8,Haryana
8153,Agwanpur,28,Uttar Pradesh
8153,Agwanpur,43,Delhi NCR
8154,Ahamadgarh,28,Uttar Pradesh
8154,Ahamadgarh,43,Delhi NCR
8155,Ahemdabad Kasora,28,Uttar Pradesh
8156,Ahiyapur,4,Bihar
8156,Ahiyapur,28,Uttar Pradesh
8157,Ahmadpur,15,Maharashtra
8157,Ahmadpur,29,West Bengal
8158,Bareja,7,Gujarat
8159,Bavla,7,Gujarat
8160,Bhadiyad,7,Gujarat
8161,Bodiya,7,Gujarat
8162,Chaloda,7,Gujarat
8163,Dangarva,7,Gujarat
8164,Detroj,7,Gujarat
8165,Dholera,7,Gujarat
8166,Dholka Rural,7,Gujarat
8167,Gadhka,7,Gujarat
8168,Istolabad,7,Gujarat
8169,Kokata,7,Gujarat
8169,Kokata,28,Uttar Pradesh
8170,Koth,7,Gujarat
8171,Kunvar,7,Gujarat
8172,Malanpur,7,Gujarat
8173,Mandal,7,Gujarat
8173,Mandal,22,Rajasthan
8173,Mandal,27,Uttarakhand
8174,Moraiya,7,Gujarat
